case_name,case_url,filings,filed_date,state_ags,case_status,issue_area,executive_action,last_case_update
"National Treasury Employees Union v. Donald J. Trump (D.D.C.)

1:25-cv-00420",https://www.courtlistener.com/docket/69634526/national-treasury-employees-union-v-donald-j-trump/,"Complaint




Amended Complaint 2025-02-17




Second Amended Complaint 2025-06-10",2025-02-12,,Temporary Block of Government Action Denied,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-06-10
"American Federation Of Government Employees, AFL-CIO v. Office of Personnel Management and Charles Ezell (N.D. Cal.)

3:25-cv-01780",https://www.courtlistener.com/docket/69655364/american-federation-of-government-employees-afl-cio-v-united-states/,"Complaint (Feb 19, 2025)

Amended Complaint (Feb. 23, 2025)",2025-02-19,,Government Action Blocked,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-09-29
"Maryland et al. v. U.S. Department of Agriculture et al. (D. Md.)

1:25-cv-00748",https://www.courtlistener.com/docket/69714275/maryland-v-united-states-department-of-agriculture/,Complaint,2025-03-06,State A.G. Plaintiffs,Case Closed/Dismissed in Favor of Government,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-10-31
"Gober v. Collins (D.D.C.)

1:25-cv-00714",https://www.courtlistener.com/docket/69723263/gober-v-collins/,Complaint,2025-03-11,,Case Closed/Dismissed in Favor of Government,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-06-03
"American Federation Of Government Employees, AFL-CIO v. Trump (N.D. Cal.)

3:25-cv-03698",https://www.courtlistener.com/docket/69961059/american-federation-of-government-employees-afl-cio-v-trump/,"Complaint

Amended Complaint

2025-09-29

Supplement to Amended Complaint

2026-01-30",2025-04-28,,Awaiting Court Ruling,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2026-01-27
"State of New York v. Kennedy (D.R.I.)

1:25-cv-00196",https://www.courtlistener.com/docket/70134295/state-of-new-york-v-kennedy/,Complaint,2025-05-05,State A.G. Plaintiffs,Government Action Blocked Pending Appeal,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-09-17
"Jackson v. Kennedy (D.D.C.)

1:25-cv-01750",https://www.courtlistener.com/docket/70446646/jackson-v-kennedy/,Complaint,2025-06-03,,Awaiting Court Ruling,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-06-03
"Goodman v. Lutnick (D. Md.)

8:25-cv-02097",https://www.courtlistener.com/docket/70674081/goodman-v-lutnick/,Complaint,2025-06-30,,Awaiting Court Ruling,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-06-30
"American Federation of Government Employees v. Office of Management and Budget (N.D. Cal.)

3:25-cv-08302",https://www.courtlistener.com/docket/71502325/v-united-states-office-of-management-and-budget/,"Complaint

Amended Complaint

2025-10-04

Second Amended Complaint

2025-10-28",2025-09-30,,Government Action Temporarily Blocked,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2026-01-02
"Public Employees for Environmental Responsibility v. Office of Management and Budget (D. Md.)

8:25-cv-04164",https://www.courtlistener.com/docket/72049938/public-employees-for-environmental-responsibility-v-office-of-management/,Complaint,2025-12-17,,Awaiting Court Ruling,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2025-12-17
"Mullady v. Office of Management and Budget (D. Md.)

8:26-cv-00573",https://www.courtlistener.com/docket/72269762/mullady-v-office-of-management-and-budget/,Complaint,2026-02-13,,Awaiting Court Ruling,Structure of Government/Personnel,Large-Scale Reductions in Force / Termination of Probationary Employees (Executive Order 14210),2026-02-13
"Rodgers v. United States (D. Colo.)

1:25-cv-03971",https://www.courtlistener.com/docket/72024992/rodgers-v-united-states/,Complaint,2025-12-11,,Awaiting Court Ruling,Structure of Government/Personnel,Employment Actions During Government Shutdown,2025-12-11
"Pueblo of Isleta v. Secretary of the Department of the Interior (D.D.C.)

1:25-cv-00696",https://www.courtlistener.com/docket/69718515/pueblo-of-isleta-v-secretary-of-the-department-of-the-interior/,Complaint,2025-03-07,,Awaiting Court Ruling,Structure of Government/Personnel,Layoffs within Bureau of Indian Education,2025-11-25
"State of Rhode Island v. Trump (D.R.I.)

1:25-cv-00128",https://www.courtlistener.com/docket/69844582/state-of-rhode-island-v-trump/,"Complaint




Amended Complaint 2025-06-12",2025-04-04,State A.G. Plaintiffs,Government Action Blocked Pending Appeal,Structure of Government/Personnel,Museums and Public Libraries (Executive Order 14238 - Continuing the Reduction of the Federal Bureaucracy),2026-01-16
"American Library Association v. Sonderling et al (D.D.C.)

1:25-cv-01050",https://www.courtlistener.com/docket/69856318/american-library-association-v-sonderling/,Complaint,2025-04-07,,Temporary Block of Government Action Denied,Structure of Government/Personnel,Museums and Public Libraries (Executive Order 14238 - Continuing the Reduction of the Federal Bureaucracy),2025-06-06
"National Treasury Employees Union v. Donald J. Trump et al (D.D.C.)

1:25-cv-00170",https://www.courtlistener.com/docket/69560537/national-treasury-employees-union-v-trump/,Complaint,2025-01-20,,Awaiting Court Ruling,Structure of Government/Personnel,Reinstatement of Schedule F for Policy/Career Employees (Executive Order 14171),2025-06-27
"Public Employees for Environmental Responsibility v. Donald Trump et al (D. Md.)

8:25-cv-00260",https://www.courtlistener.com/docket/69586644/public-employees-for-environmental-responsibility-v-trump/,"Complaint

Amended Complaint

2025-03-12",2025-01-28,,Awaiting Court Ruling,Structure of Government/Personnel,Reinstatement of Schedule F for Policy/Career Employees (Executive Order 14171),2025-04-22
"American Federation of Government Employees, AFL-CIO and American Federation of State, County And Municipal Employees, AFL-CIO v. Donald Trump et al (D.D.C.)

1:25-cv-00264",https://www.courtlistener.com/docket/69588089/american-federation-of-government-employees-afl-cio-v-trump/,Complaint,2025-01-29,,Case Closed,Structure of Government/Personnel,Reinstatement of Schedule F for Policy/Career Employees (Executive Order 14171),2025-11-24
"Government Accountability Project v. Office of Personnel Management (D.D.C.)

1:25-cv-00347",https://www.courtlistener.com/docket/69617919/government-accountability-project-v-united-states-office-of-personnel/,Complaint,2025-02-06,,Awaiting Court Ruling,Structure of Government/Personnel,Reinstatement of Schedule F for Policy/Career Employees (Executive Order 14171),2025-02-06
"Dellinger v. Bessent (D.D.C.)

1:25-cv-00385",https://www.courtlistener.com/docket/69624836/dellinger-v-bessent/,Complaint,2025-02-10,,Case Closed/Dismissed in Favor of Government,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-07-29
"Grundmann v. Trump et al. (D.D.C.)

1:25-cv-00425",https://www.courtlistener.com/docket/69637796/grundmann-v-trump/,Complaint,2025-02-13,,Case Closed/Dismissed in Favor of Government,Structure of Government/Personnel,Removal of Independent Agency Leaders,2026-02-04
"LeBlanc & Felten v. United States Privacy and Civil Liberties Oversight Board (D.D.C.)

1:25-cv-00542",https://www.courtlistener.com/docket/69668112/leblanc-v-united-states-privacy-and-civil-liberties-oversight-board/,"Complaint




Amended Complaint

2025-03-12",2025-02-24,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-10-01
"Cathy A. Harris v. Bessent et al (D.C. Cir.)

25-5037",https://www.courtlistener.com/docket/69704122/cathy-harris-v-scott-bessent/,Complaint,2025-03-04,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-12-05
"Gwynne A. Wilcox v. Donald J. Trump et al (D.C. Cir.)

1:25-cv-00334",https://www.courtlistener.com/docket/69714705/gwynne-wilcox-v-donald-trump/,Complaint,2025-03-07,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2026-01-28
"Aviel v. Gor et al (D.D.C.)

1:25-cv-00778",https://www.courtlistener.com/docket/69746961/aviel-v-gor/,Complaint,2025-03-17,,Case Closed,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-09-02
"Slaughter and Bedoya v. Trump (D.D.C.)

1:25-cv-00909",https://www.courtlistener.com/docket/69801190/slaughter-v-trump/,Complaint,2025-03-27,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-12-08
"Samuels v. Trump (D.D.C.)

1:25-cv-01069",https://www.courtlistener.com/docket/69864155/samuels-v-trump/,Complaint,2025-04-09,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-10-24
"Harper v. Bessent (D.D.C.)

1:25-cv-01294",https://www.courtlistener.com/docket/69951586/harper-v-bessent/,Complaint,2025-04-28,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-11-24
"Boyle v. Trump (D. Md.)

8:25-cv-01628",https://www.courtlistener.com/docket/70327649/boyle-v-trump/,Complaint,2025-05-21,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-10-08
"Perlmutter v. Blanche (D.D.C.)

1:25-cv-01659",https://www.courtlistener.com/docket/70345542/perlmutter-v-blanche/,Complaint,2025-05-22,,Government Action Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-11-26
"Brown v. Trump (D.D.C.)

1:25-cv-01764",https://www.courtlistener.com/docket/70456247/brown-v-trump/,Complaint,2025-06-04,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-06-04
"Comans v. Executive Office of the President (E.D. Va.)

1:25-cv-01237",https://www.courtlistener.com/docket/70908189/comans-v-executive-office-of-the-president/,Complaint,2025-07-24,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-07-24
"Cook v. Trump (D.D.C.)

1:25-cv-02903",https://www.courtlistener.com/docket/71218248/cook-v-trump/,Complaint,2025-08-28,,Government Action Blocked Pending Appeal,Structure of Government/Personnel,Removal of Independent Agency Leaders,2026-01-21
"Gonzalez v. Gor (D. Puerto Rico)

3:25-cv-01508",https://www.courtlistener.com/docket/71384984/gonzalez-v-gor/,Complaint,2025-09-18,,Government Action Temporarily Blocked,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-12-22
"Primus v. Trump (D.D.C.)

1:25-cv-03521",https://www.courtlistener.com/docket/71516044/primus-v-trump/,Complaint,2025-10-01,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Independent Agency Leaders,2025-12-04
"Hamilton v. Scavino (D.D.C.)

1:26-cv-00290",https://www.courtlistener.com/docket/72220072/hamilton-v-scavino/,Complaint,2026-02-02,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Independent Agency Leaders,2026-02-02
"Gordon v. Executive Office of the President (D.D.C.)

1:25-cv-02409",https://www.courtlistener.com/docket/70909385/gordon-v-executive-office-of-the-president/,Complaint,2025-07-24,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-07-24
"Driscoll v. Patel (D.D.C.)

1:25-cv-03109",https://www.courtlistener.com/docket/71309059/driscoll-jr-v-patel/,Complaint,2025-09-10,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-09-10
"Civil Servant 1 v. U.S. Office of Special Counsel (D.D.C.)

1:25-cv-03107",https://www.courtlistener.com/docket/71308223/civil-servant-1-v-us-office-of-special-counsel/,Complaint,2025-09-10,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-10-20
"Comey v. United States Department of Justice (S.D.N.Y.)

1:25-cv-07625",https://www.courtlistener.com/docket/71348216/comey-v-united-states-department-of-justice/,Complaint,2025-09-15,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-09-15
"Paz v. Internal Revenue Service (D.D.C.)

1:25-cv-03256",https://www.courtlistener.com/docket/71378201/paz-v-internal-revenue-service/,"Complaint

Amended Complaint

2025-12-01",2025-09-18,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-12-01
"Reilly v. Bondi (M.D. Fla.)

2:25-cv-00950",https://www.courtlistener.com/docket/71712631/reilly-v-bondi/,Complaint,2025-10-22,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-10-22
"Nemer v. Bondi (D.D.C.)

1:25-cv-04170",https://www.courtlistener.com/docket/71976190/nemer-v-bondi/,Complaint,2025-12-01,,Awaiting Court Ruling,Structure of Government/Personnel,Removal of Career Personnel,2025-12-01
"American Federation of Government Employees v. Department of Education (D.D.C.)

1:25-cv-03553",https://www.courtlistener.com/docket/71544779/american-federation-of-government-employees-v-us-department-of-education/,Complaint,2025-10-03,,Government Action Blocked,Structure of Government/Personnel,Compelled Political Speech in Government Agencies,2025-11-07
"Jane Does 1-2 v. Office of Personnel Management (D.D.C.)

1:25-cv-00234",https://www.courtlistener.com/docket/69582338/doe-v-office-of-personnel-management/,Complaint,2025-01-27,,Temporary Block of Government Action Denied,Structure of Government/Personnel,Solicitation of Information from Career Employees,2025-02-17
"Storch et al. v. Hegseth et al. (D.D.C.)

1:25-cv-00415",https://www.courtlistener.com/docket/69632418/storch-v-hegseth/,Complaint,2025-02-12,,Temporary Block of Government Action Denied,Structure of Government/Personnel,Termination of Inspectors General outside of Statutory Guidelines,2025-09-25
"National Trust for Historic Preservation in the United States v. National Park Service (D.D.C.)

1:25-cv-04316",https://www.courtlistener.com/docket/72028010/national-trust-for-historic-preservation-in-the-united-states-v-national/,Complaint,2025-12-12,,Temporary Block of Government Action Denied,Structure of Government/Personnel,"Government Facilities, Property, and Security Modifications",2026-01-22
"Beatty v. Trump (D.D.C.)

1:25-cv-04480",https://www.courtlistener.com/docket/72069932/beatty-v-trump/,Complaint,2025-12-22,,Awaiting Court Ruling,Structure of Government/Personnel,"Government Facilities, Property, and Security Modifications",2025-12-22
"The Interfaith Alliance v. Trump (S.D.N.Y.)

1:26-cv-01075",https://www.courtlistener.com/docket/72248001/the-interfaith-alliance-v-trump/,Complaint,2026-02-09,,Awaiting Court Ruling,Structure of Government/Personnel,Religious Liberty Commission,2026-02-09
"Learning Resources v. Trump (D.D.C.)

1:25-cv-01248",https://www.courtlistener.com/docket/69927142/learning-resources-inc-v-trump/,Complaint,2025-04-22,,Government Action Not Blocked Pending Appeal,Trade Law,Tariffs,2026-02-20
"Susan Webber et al v. U.S. Department of Homeland Security et al (D. Mont.)

4:25-cv-00026",https://www.courtlistener.com/docket/69845990/webber-v-us-department-of-homeland-security/,"Complaint




Amended Complaint

2025-04-11",2025-04-04,,Awaiting Court Ruling,Trade Law,Tariffs,2025-09-12
"V.O.S. Selections Inc. v. Trump (Ct. Intl. Trade)

1:25-cv-00066",https://www.courtlistener.com/docket/69888953/vos-selections-inc-v-donald-j-trump/,Complaint,2025-04-14,,Government Action Not Blocked Pending Appeal,Trade Law,Tariffs,2025-11-05
"State of California v. Trump (N.D. Cal.)

3:25-cv-03372",https://www.courtlistener.com/docket/69900063/state-of-california-v-trump/,Complaint,2025-04-16,State A.G. Plaintiffs,Temporary Block of Government Action Denied,Trade Law,Tariffs,2025-09-12
"Oregon v. U.S. Department of Homeland Security (Ct. Intl. Trade)

1:25-cv-00077",https://www.courtlistener.com/docket/69931546/the-state-of-oregon-v-trump/,Complaint,2025-04-23,State A.G. Plaintiffs,Government Action Not Blocked Pending Appeal,Trade Law,Tariffs,2025-11-05
"Smirk & Dagger Games v. Trump (D.D.C.)

1:25-cv-03857",https://www.courtlistener.com/docket/71871017/smirk-dagger-games-v-trump/,Complaint,2025-11-04,,Awaiting Court Ruling,Trade Law,Tariffs,2025-12-17
"American Oversight v. Department of Government Efficiency (D.D.C.)

1:25-cv-00409",https://www.courtlistener.com/docket/69630062/american-oversight-v-us-department-of-government-efficiency/,"Complaint

Amended Complaint

2025-03-05",2025-02-11,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-08
"CREW v. DOGE (D.D.C.)

1:25-cv-00511",https://www.courtlistener.com/docket/69658871/citizens-for-responsibility-and-ethics-in-washington-v-us-doge-service/,Complaint,2025-02-20,,Temporary Block of Government Action Denied,Transparency,Response to FOIA and Records Retention,2025-12-18
"Project on Government Oversight, Inc. v. Trump (D.D.C.)

1:25-cv-00527",https://www.courtlistener.com/docket/69661712/project-on-government-oversight-inc-v-trump/,"Complaint




Amended Complaint 2025-05-09",2025-02-21,,Temporary Block of Government Action Denied,Transparency,Response to FOIA and Records Retention,2025-07-22
"Democracy Forward Foundation v. Office of Personnel Management (D.D.C.)

1:25-cv-00567",https://www.courtlistener.com/docket/69676337/democracy-forward-foundation-v-office-of-personnel-management/,Complaint,2025-02-26,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-22
"Democracy Forward Foundation v. Office of Management and Budget (D.D.C.)

1:25-cv-00586",https://www.courtlistener.com/docket/69690683/democracy-forward-foundation-v-office-of-management-and-budget/,Complaint,2025-02-28,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-24
"Environmental Defense Fund v. United States Environmental Protection Agency (D.D.C.)

1:25-cv-00617",https://www.courtlistener.com/docket/69698894/environmental-defense-fund-v-united-states-environmental-protection-agency/,Complaint,2025-03-03,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-22
"Democracy Forward Foundation v. U.S. Department of the Treasury (D.D.C.)

1:25-cv-00684",https://www.courtlistener.com/docket/69715653/democracy-forward-foundation-v-us-department-of-the-treasury/,Complaint,2025-03-07,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-01
"Democracy Forward Foundation v. U.S. Marshals Service (D.D.C.)

1:25-cv-00749",https://www.courtlistener.com/docket/69737989/democracy-forward-foundation-v-us-marshals-service/,Complaint,2025-03-14,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-07-09
"The Intercept v. DOGE (S.D.N.Y.)

1:25-cv-02404",https://www.courtlistener.com/docket/69780037/the-intercept-media-inc-v-united-states-department-of-government/,Complaint,2025-03-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-05-12
"Environmental Defense Fund v. Department of Interior (D.D.C.)

1:25-cv-00871",https://www.courtlistener.com/docket/69781182/environmental-defense-fund-v-united-states-department-of-the-interior/,Complaint,2025-03-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-22
"American Oversight v. Hegseth (D.D.C.)

1:25-cv-00883",https://www.courtlistener.com/docket/69788832/american-oversight-v-hegseth/,"Complaint




Amended Complaint 2025-04-21",2025-03-25,,Government Action Temporarily Blocked in Part; Temporary Block Denied in Part,Transparency,Response to FOIA and Records Retention,2025-12-19
"Democracy Forward Foundation v. Department of Education (D.D.C.)

1:25-cv-00940",https://www.courtlistener.com/docket/69822517/democracy-forward-foundation-v-us-department-of-education/,Complaint,2025-03-31,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-18
"Environmental Defense Fund v. Department of Transportation (D.D.C.)

1:25-cv-00996",https://www.courtlistener.com/docket/69841208/environmental-defense-fund-v-us-department-of-transportation/,Complaint,2025-04-03,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-04
"CREW v. CDC (D.D.C.)

1:25-cv-01020",https://www.courtlistener.com/docket/69846781/citizens-for-responsibility-and-ethics-in-washington-v-us-centers-for/,"Complaint

Amended Complaint

2025-06-25",2025-04-04,,Temporary Block of Government Action Denied,Transparency,Response to FOIA and Records Retention,2025-12-29
"Citizens for Responsibility and Ethics in Washington v. Office of Management and Budget (D.D.C.)

1:25-cv-01051",https://www.courtlistener.com/docket/69858087/citizens-for-responsibility-and-ethics-in-washington-v-office-of/,Complaint,2025-04-08,,Government Action Blocked Pending Appeal,Transparency,Response to FOIA and Records Retention,2026-01-28
"Center for Biological Diversity v. Department of Interior, et al (D.D.C.)

1:25-cv-01131",https://www.courtlistener.com/docket/69898910/center-for-biological-diversity-v-department-of-interior/,Complaint,2025-04-16,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-09
"American Oversight v. U.S. Department Of Government Efficiency (D.D.C.)

1:25-cv-01251",https://www.courtlistener.com/docket/69930055/american-oversight-v-us-department-of-government-efficiency/,"Complaint







Amended Complaint


2025-07-22",2025-04-23,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-07-22
"Democracy Forward Foundation v. U.S. Department of Justice (D.D.C.)

1:25-cv-01535",https://www.courtlistener.com/docket/70262725/democracy-forward-foundation-v-us-department-of-justice/,Complaint,2025-05-14,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-12
"American Oversight v. IRS, et al (D.D.C.)

1:25-cv-01585",https://www.courtlistener.com/docket/70308608/american-oversight-v-internal-revenue-service/,Complaint,2025-05-19,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-20
"Cato Institute v. United States Special Operations Command (D.D.C.)

1:25-cv-01719",https://www.courtlistener.com/docket/70415222/cato-institute-v-united-states-special-operations-command/,Complaint,2025-05-30,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-03
"Georgetown Law Center on Privacy and Technology v. Customs and Border Protection (D.D.C.)

1:25-cv-01732",https://www.courtlistener.com/docket/70436832/georgetown-law-center-on-privacy-and-technology-v-customs-and-border/,Complaint,2025-06-02,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-23
"Citizens For Responsibility And Ethics In Washington v. Consumer Financial Protection Bureau (D.D.C.)

1:25-cv-01768",https://www.courtlistener.com/docket/70462228/citizens-for-responsibility-and-ethics-in-washington-v-consumer-financial/,Complaint,2025-06-05,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-09-11
"American Oversight v. U.S. Department Of Homeland Security (D.D.C.)

1:25-cv-01811",https://www.courtlistener.com/docket/70498580/american-oversight-v-us-department-of-homeland-security/,Complaint,2025-06-10,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-19
"National Immigration Litigation Alliance v. U.S. Department of State (D. Mass.)

1:25-cv-11692",https://www.courtlistener.com/docket/70500395/national-immigration-litigation-alliance-v-us-department-of-state/,Complaint,2025-06-10,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-12
"American Oversight v. U.S. Immigration And Customs Enforcement (D.D.C.)

1:25-cv-01846",https://www.courtlistener.com/docket/70522117/american-oversight-v-us-immigration-and-customs-enforcement/,Complaint,2025-06-12,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-03
"American Oversight v. U.S. Immigration & Customs Enforcement (D.D.C.)

1:25-cv-01987",https://www.courtlistener.com/docket/70639767/american-oversight-v-us-immigration-customs-enforcement/,Complaint,2025-06-26,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-09
"Judicial Watch v. Department of Justice (D.D.C.)

1:25-cv-02011",https://www.courtlistener.com/docket/70650264/judicial-watch-inc-v-us-department-of-justice/,Complaint,2025-06-27,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-12
"American Oversight v. U.S. Department of Justice (D.D.C.)

1:25-cv-02197",https://www.courtlistener.com/docket/70748783/american-oversight-v-us-department-of-justice/,Complaint,2025-07-10,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-15
"Guardian U.S. v. U.S. Immigration and Customs Enforcement (D.D.C.)

1:25-cv-02069",https://www.courtlistener.com/docket/70671756/guardian-news-media-llc-v-us-immigration-and-customs-enforcement/,Complaint,2025-06-30,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-09-15
"Council for Global Equality v. U.S. Department of State (D.D.C.)

1:25-cv-02615",https://www.courtlistener.com/docket/71082695/council-for-global-equality-v-us-department-of-state/,Complaint,2025-08-11,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-08-11
"Democracy Defenders Fund v. U.S. Department of Justice (D.D.C.)

1:25-cv-02791",https://www.courtlistener.com/docket/71168739/democracy-defenders-fund-v-us-department-of-justice/,"Complaint

Amended Complaint

2025-10-01

Third Amended Complaint

2025-12-30",2025-08-21,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-30
"Democracy Forward Foundation v. U.S. Department of Justice (D.D.C.)

1:25-cv-02597",https://www.courtlistener.com/docket/71059502/democracy-forward-foundation-v-us-department-of-justice/,Complaint,2025-08-08,,Government Action Blocked,Transparency,Response to FOIA and Records Retention,2025-11-24
"Florence Immigrant and Refugee Rights Project v. United States Department of Health And Human Services (S.D.N.Y.)

1:24-cv-06740",https://www.courtlistener.com/docket/69132578/florence-immigrant-and-refugee-rights-project-v-united-states-department/,Complaint,2024-09-05,,Government Action Blocked,Transparency,Response to FOIA and Records Retention,2026-01-06
"American Oversight v. U.S. Department Of Homeland Security (D.D.C.)

1:25-cv-02390",https://www.courtlistener.com/docket/70903713/american-oversight-v-us-department-of-homeland-security/,Complaint,2025-07-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-02
"Freedom of the Press Foundation v. U.S. Department of Justice (D.D.C.)

1:25-cv-02432",https://www.courtlistener.com/docket/70939733/freedom-of-the-press-foundation-v-us-department-of-justice/,Complaint,2025-07-28,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-07-29
"Center for Constitutional Rights v. United States Department of Defense (S.D.N.Y.)

1:25-cv-06214",https://www.courtlistener.com/docket/70951525/center-for-constitutional-rights-v-united-states-department-of-defense/,Complaint,2025-07-29,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-09
"American Oversight v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03113",https://www.courtlistener.com/docket/71310654/american-oversight-v-us-department-of-homeland-security/,Complaint,2025-09-10,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-08
"Freedom of the Press Foundation v. U.S. Dep’t of Homeland Security (D.D.C.)

1:25-cv-03385",https://www.courtlistener.com/docket/71443839/freedom-of-the-press-foundation-v-united-states-department-of-homeland/,Complaint,2025-09-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-09
"Freedom of the Press Foundation v. Office of the Director of National Intelligence (D.D.C.)

1:25-cv-03386",https://www.courtlistener.com/docket/71444042/freedom-of-the-press-foundation-v-office-of-the-director-of-national/,Complaint,2025-09-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-23
"Freedom of the Press Foundation v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03387",https://www.courtlistener.com/docket/71444462/freedom-of-the-press-foundation-v-united-states-department-of-homeland/,Complaint,2025-09-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-16
"The New York Times Company v. United States Defense Counterintelligence and Security Agency (S.D.N.Y.)

1:25-cv-02333",https://www.courtlistener.com/docket/69765157/the-new-york-times-company-v-united-states-defense-counterintelligence-and/,Complaint,2025-03-20,,Government Action Blocked,Transparency,Response to FOIA and Records Retention,2025-12-18
"Democracy Forward Foundation v. United States Department of Justice (D.D.C.)

1:25-cv-03559",https://www.courtlistener.com/docket/71559758/democracy-forward-foundation-v-us-department-of-justice/,Complaint,2025-10-06,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-05
"American Oversight v. U.S. Deptartment of Justice (D.D.C.)

1:25-cv-03414",https://www.courtlistener.com/docket/71451909/oversight-v-justice/,Complaint,2025-09-25,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-09-25
"Democracy Forward Foundation v. Social Security Administration (D. Md.)

1:25-cv-03384",https://www.courtlistener.com/docket/71639421/democracy-forward-foundation-v-social-security-administration/,Complaint,2025-10-14,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-14
